entity_type,entity_id,entity_label,source_members,pca_x,pca_y,pc1_var,pc2_var
Compound,AAAQFGUYHFJNHI-UHFFFAOYSA-N,AAAQFGUYHFJNHI,DGIdb; DrugRep; OpenBioLink; PharMeBINet,0.12870784605631286,-0.3125616536593716,0.11541706219028222,0.060641573238856626
Compound,AACFPJSJOWQNBN-UHFFFAOYSA-N,AACFPJSJOWQNBN,OpenBioLink,0.48643215210224106,-0.025109864366148413,0.11541706219028222,0.060641573238856626
Compound,AAFJXZWCNVJTMK-UHFFFAOYSA-N,AAFJXZWCNVJTMK,PharMeBINet,0.15950347108517599,-0.3964033431559628,0.11541706219028222,0.060641573238856626
Compound,AAJMQTLFRTZCJK-UHFFFAOYSA-N,AAJMQTLFRTZCJK,OpenBioLink,0.1416632095573994,0.3363226951321931,0.11541706219028222,0.060641573238856626
Compound,AAQOQKQBGPPFNS-UHFFFAOYSA-N,AAQOQKQBGPPFNS,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.3841963792595959,0.4558658512549028,0.11541706219028222,0.060641573238856626
Compound,ABACVOXFUHDKNZ-UHFFFAOYSA-N,ABACVOXFUHDKNZ,DGIdb; DrugRep,-0.18221732720143555,0.2017939554184675,0.11541706219028222,0.060641573238856626
Compound,ABBADGFSRBWENF-UHFFFAOYSA-N,ABBADGFSRBWENF,DrugRep,0.3556783575335242,0.15936146022031294,0.11541706219028222,0.060641573238856626
Compound,ABIVOOWWGYJNLV-UHFFFAOYSA-N,ABIVOOWWGYJNLV,OpenBioLink,-0.04772397476230392,-0.002563462885879576,0.11541706219028222,0.060641573238856626
Compound,ABJHMASUFPDZRW-UHFFFAOYSA-N,ABJHMASUFPDZRW,OpenBioLink,0.43783821758972524,-0.12271627804762139,0.11541706219028222,0.060641573238856626
Compound,ABJKWBDEJIDSJZ-UHFFFAOYSA-N,ABJKWBDEJIDSJZ,DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.3876360520489933,0.1566408591214497,0.11541706219028222,0.060641573238856626
Compound,ACAKNPKRLPMONU-UHFFFAOYSA-N,ACAKNPKRLPMONU,DrugRep; OpenBioLink,0.044387762564738975,0.23144263192051714,0.11541706219028222,0.060641573238856626
Compound,ACCFLVVUVBJNGT-UHFFFAOYSA-N,ACCFLVVUVBJNGT,DGIdb; DrugRep,0.20959129157236592,-0.601824923557057,0.11541706219028222,0.060641573238856626
Compound,ACCMWZWAEFYUGZ-UHFFFAOYSA-N,ACCMWZWAEFYUGZ,DrugRep,0.5885160251780376,0.16407764868729077,0.11541706219028222,0.060641573238856626
Compound,ACEWLPOYLGNNHV-UHFFFAOYSA-N,ACEWLPOYLGNNHV,DrugRep,0.3665605853945698,0.33803479645843243,0.11541706219028222,0.060641573238856626
Compound,ACGDKVXYNVEAGU-UHFFFAOYSA-N,ACGDKVXYNVEAGU,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.5879638903001672,0.2772633727273625,0.11541706219028222,0.060641573238856626
Compound,ACGUYXCXAPNIKK-UHFFFAOYSA-N,ACGUYXCXAPNIKK,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.2513341725669257,-0.15500625807242102,0.11541706219028222,0.060641573238856626
Compound,ACLUEOBQFRYTQS-UHFFFAOYSA-N,ACLUEOBQFRYTQS,DrugRep,-0.25922941188318077,-0.045985850196407045,0.11541706219028222,0.060641573238856626
Compound,ACMLKANOGIVEPB-UHFFFAOYSA-N,ACMLKANOGIVEPB,DGIdb,0.4862033844994827,0.44043493146652,0.11541706219028222,0.060641573238856626
Compound,ACQBHJXEAYTHCY-UHFFFAOYSA-N,ACQBHJXEAYTHCY,DGIdb; DrugRep; OpenBioLink,0.45716993446249804,-0.055583989028636,0.11541706219028222,0.060641573238856626
Compound,ACRHBAYQBXXRTO-UHFFFAOYSA-N,ACRHBAYQBXXRTO,DGIdb; DrugRep,0.40375383490651506,0.13424481224552043,0.11541706219028222,0.060641573238856626
Compound,ACVGNKYJVGNLIL-UHFFFAOYSA-N,ACVGNKYJVGNLIL,DGIdb; DrugRep; OpenBioLink,0.4315636489293342,0.26985001845526013,0.11541706219028222,0.060641573238856626
Compound,ACVGNKYJVGNLIL-UHFFFAOYSA-O,ACVGNKYJVGNLIL,DGIdb; DrugRep; OpenBioLink,0.4102804003381484,0.46611709735142215,0.11541706219028222,0.060641573238856626
Compound,ACVGWSKVRYFWRP-UHFFFAOYSA-N,ACVGWSKVRYFWRP,DGIdb,0.3731227561341243,-0.3970049702969153,0.11541706219028222,0.060641573238856626
Compound,ACWBQPMHZXGDFX-UHFFFAOYSA-N,ACWBQPMHZXGDFX,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.648477510273497,0.07315230612522006,0.11541706219028222,0.060641573238856626
Compound,ACWZRVQXLIRSDF-UHFFFAOYSA-N,ACWZRVQXLIRSDF,DGIdb; DrugRep,0.22250349407202225,-0.6092951675114734,0.11541706219028222,0.060641573238856626
Compound,ADEBPBSSDYVVLD-UHFFFAOYSA-N,ADEBPBSSDYVVLD,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,-0.09926525691871893,-0.1432473089159356,0.11541706219028222,0.060641573238856626
Compound,ADFCQWZHKCXPAJ-UHFFFAOYSA-N,ADFCQWZHKCXPAJ,DGIdb; DrugRep; OpenBioLink; PharMeBINet,0.4987252733898488,0.31551115988490136,0.11541706219028222,0.060641573238856626
Compound,ADFWQBGTDJIESE-UHFFFAOYSA-N,ADFWQBGTDJIESE,OpenBioLink,0.6510181204348489,0.15304066681936074,0.11541706219028222,0.060641573238856626
Compound,ADGGYDAFIHSYFI-UHFFFAOYSA-N,ADGGYDAFIHSYFI,DGIdb,0.16278126144329166,-0.6228586024790266,0.11541706219028222,0.060641573238856626
Compound,ADUODNZKKNUWBZ-UHFFFAOYSA-N,ADUODNZKKNUWBZ,DGIdb,0.24796922122005824,0.19412906139529865,0.11541706219028222,0.060641573238856626
Compound,ADXGNEYLLLSOAR-UHFFFAOYSA-N,ADXGNEYLLLSOAR,DGIdb; Hetionet; OpenBioLink; PharMeBINet,0.506541599678371,0.1219465157755537,0.11541706219028222,0.060641573238856626
Compound,AEAPORIZZWBIEX-UHFFFAOYSA-N,AEAPORIZZWBIEX,DrugRep; PharMeBINet,0.6081853076206151,0.14932169156879732,0.11541706219028222,0.060641573238856626
Compound,AECDBHGVIIRMOI-UHFFFAOYSA-N,AECDBHGVIIRMOI,OpenBioLink,0.04888015123206301,-0.7290186726180369,0.11541706219028222,0.060641573238856626
Compound,AEDDIBAIWPIIBD-UHFFFAOYSA-N,AEDDIBAIWPIIBD,OpenBioLink,0.6617842333742214,0.04216450158888882,0.11541706219028222,0.060641573238856626
Compound,AELCINSCMGFISI-UHFFFAOYSA-N,AELCINSCMGFISI,DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.5590416987207519,-0.0263290159916133,0.11541706219028222,0.060641573238856626
Compound,AEMOLEFTQBMNLQ-UHFFFAOYSA-N,AEMOLEFTQBMNLQ,OpenBioLink,0.6635698752992872,0.3668984551411499,0.11541706219028222,0.060641573238856626
Compound,AEMRFAOFKBGASW-UHFFFAOYSA-N,AEMRFAOFKBGASW,OpenBioLink; PharMeBINet,0.6705817216995248,0.2869864780613339,0.11541706219028222,0.060641573238856626
Compound,AEOCXXJPGCBFJA-UHFFFAOYSA-N,AEOCXXJPGCBFJA,Hetionet; PharMeBINet,0.6354102029291948,0.17091820087727744,0.11541706219028222,0.060641573238856626
Compound,AEQDJSLRWYMAQI-UHFFFAOYSA-N,AEQDJSLRWYMAQI,DrugRep,0.5919119249792772,0.1349624731406202,0.11541706219028222,0.060641573238856626
Compound,AEUTYOVWOVBAKS-UHFFFAOYSA-N,AEUTYOVWOVBAKS,Hetionet; PharMeBINet,0.6450007496379216,0.1594351447974044,0.11541706219028222,0.060641573238856626
Compound,AEZPAUSGTAHLOQ-UHFFFAOYSA-N,AEZPAUSGTAHLOQ,DrugRep; OpenBioLink,0.2800547577818538,-0.41124252636634084,0.11541706219028222,0.060641573238856626
Compound,AFCGFAGUEYAMAO-UHFFFAOYSA-N,AFCGFAGUEYAMAO,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.6609285723133884,0.3969571539035372,0.11541706219028222,0.060641573238856626
Compound,AFDPFLDWOXXHQM-UHFFFAOYSA-N,AFDPFLDWOXXHQM,DGIdb,0.02483714037592507,-0.4961760353202503,0.11541706219028222,0.060641573238856626
Compound,AFLFKFHDSCQHOL-UHFFFAOYSA-N,AFLFKFHDSCQHOL,DGIdb; DrugRep; PharMeBINet,0.4552015498988133,-0.1328518917168827,0.11541706219028222,0.060641573238856626
Compound,AFNXATANNDIXLG-UHFFFAOYSA-N,AFNXATANNDIXLG,PharMeBINet,0.11299183039159544,-0.34231970215381013,0.11541706219028222,0.060641573238856626
Compound,AFTZZRFCMOAFCR-UHFFFAOYSA-N,AFTZZRFCMOAFCR,DrugRep,-0.06708670139169702,-0.7036658046000842,0.11541706219028222,0.060641573238856626
Compound,AFUWQWYPPZFWCO-UHFFFAOYSA-N,AFUWQWYPPZFWCO,DGIdb; DrugRep,0.26761051413591264,0.28711128155268056,0.11541706219028222,0.060641573238856626
Compound,AFVLVVWMAFSXCK-UHFFFAOYSA-N,AFVLVVWMAFSXCK,DrugRep,0.5740664290537278,0.502030987515143,0.11541706219028222,0.060641573238856626
Compound,AFZFFLVORLEPPO-UHFFFAOYSA-N,AFZFFLVORLEPPO,DGIdb,0.6690750697322099,-0.06908069046453702,0.11541706219028222,0.060641573238856626
Compound,AFZWZVLPIMHLSE-UHFFFAOYSA-N,AFZWZVLPIMHLSE,DrugRep,0.1418513653061016,-0.24955491900236682,0.11541706219028222,0.060641573238856626
Compound,AGABNGOXUSXQDD-UHFFFAOYSA-N,AGABNGOXUSXQDD,OpenBioLink,0.5704260742977549,0.08235765026415681,0.11541706219028222,0.060641573238856626
Compound,AGBQKNBQESQNJD-UHFFFAOYSA-N,AGBQKNBQESQNJD,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.6508160178682453,0.28861952404978675,0.11541706219028222,0.060641573238856626
Compound,AGMMTXLNIQSRCG-UHFFFAOYSA-N,AGMMTXLNIQSRCG,DGIdb; Hetionet; OpenBioLink; PharMeBINet,0.032907726847024615,0.32754613865306403,0.11541706219028222,0.060641573238856626
Compound,AGOYDEPGAOXOCK-UHFFFAOYSA-N,AGOYDEPGAOXOCK,DGIdb; Hetionet; OpenBioLink; PharMeBINet,0.5996298343354574,-0.17604459048236276,0.11541706219028222,0.060641573238856626
Compound,AGPKZVBTJJNPAG-UHFFFAOYSA-N,AGPKZVBTJJNPAG,Hetionet; OpenBioLink; PharMeBINet,0.6726111555269303,0.3040311592917141,0.11541706219028222,0.060641573238856626
Compound,AHCYOTLTLQTPSU-UHFFFAOYSA-N,AHCYOTLTLQTPSU,DrugRep,-0.2684184970983499,0.07202879605887265,0.11541706219028222,0.060641573238856626
Compound,AHFLGPTXSIRAQK-UHFFFAOYSA-N,AHFLGPTXSIRAQK,OpenBioLink,0.11458930770923832,-0.310077380722681,0.11541706219028222,0.060641573238856626
Compound,AHFWIQIYAXSLBA-UHFFFAOYSA-N,AHFWIQIYAXSLBA,DGIdb; DrugRep,0.5286473703688954,-0.028239645297722753,0.11541706219028222,0.060641573238856626
Compound,AHFZDNYNXFMRFQ-UHFFFAOYSA-N,AHFZDNYNXFMRFQ,DrugRep,-0.23090770407972364,-0.25104360968816564,0.11541706219028222,0.060641573238856626
Compound,AHIVQGOUBLVTCB-UHFFFAOYSA-N,AHIVQGOUBLVTCB,OpenBioLink,0.3271975381360546,-0.38793808509055944,0.11541706219028222,0.060641573238856626
Compound,AHLBNYSZXLDEJQ-UHFFFAOYSA-N,AHLBNYSZXLDEJQ,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.46381800924507205,-0.2854341482423254,0.11541706219028222,0.060641573238856626
Compound,AHLPHDHHMVZTML-UHFFFAOYSA-N,AHLPHDHHMVZTML,DGIdb; Hetionet; OpenBioLink; PharMeBINet,0.6761052323882941,0.3655026189614229,0.11541706219028222,0.060641573238856626
Compound,AHYMHWXQRWRBKT-UHFFFAOYSA-N,AHYMHWXQRWRBKT,DGIdb; DrugRep,0.460749831862741,-0.3831916728159617,0.11541706219028222,0.060641573238856626
Compound,AIGAZQPHXLWMOJ-UHFFFAOYSA-N,AIGAZQPHXLWMOJ,DGIdb; DrugRep; OpenBioLink,0.36497292928942665,-0.21570837828592276,0.11541706219028222,0.060641573238856626
Compound,AILRADAXUVEEIR-UHFFFAOYSA-N,AILRADAXUVEEIR,DGIdb; DrugRep,0.2353960378261091,-0.7125108927927699,0.11541706219028222,0.060641573238856626
Compound,AIONOLUJZLIMTK-UHFFFAOYSA-N,AIONOLUJZLIMTK,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.5794220397888551,0.17114645139439796,0.11541706219028222,0.060641573238856626
Compound,AIWJVLQNYNCDSL-UHFFFAOYSA-N,AIWJVLQNYNCDSL,OpenBioLink,0.011681459534515128,-0.5799904172651119,0.11541706219028222,0.060641573238856626
