compound_id,method,hits_at_50,best_positive_rank
OCSMUQVEZDDREZ-UHFFFAOYSA-N,Structure feature baseline,0,302
KSZOVHFDWAQCNR-UHFFFAOYSA-N,Structure feature baseline,0,1509
CJNGAYUPAUYMGS-UHFFFAOYSA-N,Structure feature baseline,0,1581
XSEIYRGPTOXCNW-UHFFFAOYSA-N,Structure feature baseline,0,295
OMHHLAILVADOAC-UHFFFAOYSA-N,Structure feature baseline,0,625
IZICZRJTAYVDHP-UHFFFAOYSA-N,Structure feature baseline,0,4725
AHYPLUQCAZFPDK-UHFFFAOYSA-N,Structure feature baseline,0,483
RJWZJVAEHHPMNI-UHFFFAOYSA-N,Structure feature baseline,0,388
LBSVDZWUJFMLCZ-UHFFFAOYSA-N,Structure feature baseline,0,690
SDLBLTUZBWLCSU-UHFFFAOYSA-N,Structure feature baseline,0,1750
CVGRUDRTVAJKLK-UHFFFAOYSA-N,Structure feature baseline,0,99
PRJDGZVYZVKPSB-UHFFFAOYSA-N,Structure feature baseline,0,364
BXOIIRQIGYJTTB-UHFFFAOYSA-N,Structure feature baseline,0,596
OLQJVXFSFSZYOU-UHFFFAOYSA-N,Structure feature baseline,0,290
CMRLPZUEDGUYFJ-UHFFFAOYSA-N,Structure feature baseline,0,938
SNTABAPGZCAQGC-UHFFFAOYSA-N,Structure feature baseline,0,141
CCUYWLAXDDIIFY-UHFFFAOYSA-N,Structure feature baseline,0,362
PFSORXFBLRXCLQ-UHFFFAOYSA-N,Structure feature baseline,0,462
KRVJKVNDFQCRJG-UHFFFAOYSA-N,Structure feature baseline,0,451
LIBNGLYNXZPROP-UHFFFAOYSA-N,Structure feature baseline,0,134
JWFJWYHSRFVASW-UHFFFAOYSA-N,Structure feature baseline,0,329
KEFDDVQJODTGNL-UHFFFAOYSA-N,Structure feature baseline,0,277
FAQJCNAURAPWFK-UHFFFAOYSA-N,Structure feature baseline,0,527
YFXKIUHACKRUPM-UHFFFAOYSA-N,Structure feature baseline,0,303
KVOQAUKWKKVBRH-UHFFFAOYSA-N,Structure feature baseline,0,804
XYLPKCDRAAYATL-UHFFFAOYSA-N,Structure feature baseline,0,89
BORAFFGQTGXCTQ-UHFFFAOYSA-N,Structure feature baseline,0,372
AFKZNEXMBAHPJX-UHFFFAOYSA-N,Structure feature baseline,0,283
NXUGJPNQNANJEU-UHFFFAOYSA-N,Structure feature baseline,0,760
IUOQMEICJGIKSU-UHFFFAOYSA-N,Structure feature baseline,0,346
WCHSDEUVVGGYSP-UHFFFAOYSA-N,Structure feature baseline,0,1166
SEVZRMKMZKJXIA-UHFFFAOYSA-N,Structure feature baseline,0,1000
PIJKNRHCZZYASL-UHFFFAOYSA-N,Structure feature baseline,0,258
DELLWLWNUUDNKS-UHFFFAOYSA-N,Structure feature baseline,0,411
QCDOVRDMYAXRDZ-UHFFFAOYSA-N,Structure feature baseline,0,219
AUKNUIWALJWRAV-UHFFFAOYSA-N,Structure feature baseline,0,56
BAGOHFKBOZZCOQ-UHFFFAOYSA-N,Structure feature baseline,0,178
TYDBDCTZRJKPHE-UHFFFAOYSA-N,Structure feature baseline,0,1596
ZMZPGCLLNOGDTA-UHFFFAOYSA-N,Structure feature baseline,0,480
KZSCBYKUUQJGNN-UHFFFAOYSA-N,Structure feature baseline,0,216
RNNJBBAPXVRNAH-UHFFFAOYSA-N,Structure feature baseline,0,911
OQPXWQMYTDLODL-UHFFFAOYSA-N,Structure feature baseline,0,1248
PHKXBNXJIZQZDT-UHFFFAOYSA-N,Structure feature baseline,0,3114
MBTAYFPTVTULNV-UHFFFAOYSA-N,Structure feature baseline,0,715
KUFDZBFFAKTDQE-UHFFFAOYSA-N,Structure feature baseline,0,88
BVNBMRQJBCBVKJ-UHFFFAOYSA-N,Structure feature baseline,0,465
ZOIBEFVIALGGER-UHFFFAOYSA-N,Structure feature baseline,0,583
VQCUQEFKFZSLKU-UHFFFAOYSA-N,Structure feature baseline,0,879
NQRKYASMKDDGHT-UHFFFAOYSA-N,Structure feature baseline,2,1
FVOSEUCKQXVVDH-UHFFFAOYSA-N,Structure feature baseline,0,209
SQIIEKKRNFELAR-UHFFFAOYSA-N,Structure feature baseline,1,4
ZADWXFSZEAPBJS-UHFFFAOYSA-N,Structure feature baseline,0,52
NLIZHNKRCAJRDE-UHFFFAOYSA-N,Structure feature baseline,0,497
AWGYXODYHGTLRV-UHFFFAOYSA-N,Structure feature baseline,0,1872
UTEDOCDJYAOSPA-UHFFFAOYSA-N,Structure feature baseline,0,1157
KXUUSEYJAFBJOV-UHFFFAOYSA-N,Structure feature baseline,0,958
FGUGQIMZDOICTP-UHFFFAOYSA-N,Structure feature baseline,0,2320
GSGILRXASCZCMI-UHFFFAOYSA-N,Structure feature baseline,1,6
NUAKQLRNDVUNLK-UHFFFAOYSA-N,Structure feature baseline,0,1224
VAVGFQZNTWNYMR-UHFFFAOYSA-N,Structure feature baseline,0,180
JNCNZRQFIDOLHW-UHFFFAOYSA-N,Structure feature baseline,0,2984
CQVIUJHKZQPJQT-UHFFFAOYSA-N,Structure feature baseline,0,1360
YBPWNDBKHRRVJC-UHFFFAOYSA-N,Structure feature baseline,0,545
ZVFBGKJLSGQLKE-UHFFFAOYSA-N,Structure feature baseline,0,745
KBWWBGZFDVHMLR-UHFFFAOYSA-N,Structure feature baseline,0,861
SDQJTWBNWQABLE-UHFFFAOYSA-N,Structure feature baseline,0,1532
LLDBERWBFODMHG-UHFFFAOYSA-N,Structure feature baseline,0,77
FQDMOTCVPLFNIL-UHFFFAOYSA-N,Structure feature baseline,1,20
GVLMYCDURYZGEO-UHFFFAOYSA-N,Structure feature baseline,0,730
JGWIWBQPDSEVDA-UHFFFAOYSA-N,Structure feature baseline,0,335
SOQQVXAXVHLEBA-UHFFFAOYSA-N,Structure feature baseline,0,61
WJVIGPCGIJYBDG-UHFFFAOYSA-N,Structure feature baseline,0,238
NWHFPTVSFCZSAL-UHFFFAOYSA-N,Structure feature baseline,0,123
HGCMFSRMHBJQMI-UHFFFAOYSA-N,Structure feature baseline,0,286
KFHIQNFNFDGOKB-UHFFFAOYSA-N,Structure feature baseline,0,63
HETZVIQGCYTTBZ-UHFFFAOYSA-N,Structure feature baseline,0,4398
JOODDRYUFZBHMY-UHFFFAOYSA-N,Structure feature baseline,0,1907
IRJOBXRYLBNAKM-UHFFFAOYSA-N,Structure feature baseline,0,428
ZTBPLEIJUQIWFK-UHFFFAOYSA-N,Structure feature baseline,0,1167
AHXBZBOWHPDXIK-UHFFFAOYSA-N,Structure feature baseline,0,207
JSRCKJARIMOISY-UHFFFAOYSA-N,Structure feature baseline,0,337
GSMQIUBQXRDBIE-UHFFFAOYSA-N,Structure feature baseline,0,336
GLLAFUHWUBXEEZ-UHFFFAOYSA-N,Structure feature baseline,0,1348
VWXRQYYUEIYXCZ-UHFFFAOYSA-N,Structure feature baseline,0,527
OEMXDGZEXYBKPU-UHFFFAOYSA-N,Structure feature baseline,0,1521
DLSYGBVTKXVHHB-UHFFFAOYSA-N,Structure feature baseline,0,655
GZFKJMWBKTUNJS-UHFFFAOYSA-N,Structure feature baseline,0,255
KWJZGGWJDPGLSP-UHFFFAOYSA-N,Structure feature baseline,0,424
SBVJVMBEFQTXKM-UHFFFAOYSA-N,Structure feature baseline,0,541
CLOMYZFHNHFSIQ-UHFFFAOYSA-N,Structure feature baseline,0,53
COJFMGKASSIZIX-UHFFFAOYSA-N,Structure feature baseline,0,1613
SIDPFIYSNDXRNO-UHFFFAOYSA-N,Structure feature baseline,0,881
MZTYAVVWCUVWPU-UHFFFAOYSA-N,Structure feature baseline,0,72
LSPZTZMAOFIDDO-UHFFFAOYSA-N,Structure feature baseline,0,1178
JAXORHLUFHAIDP-UHFFFAOYSA-N,Structure feature baseline,0,3516
LTBQFJVKVMGOEG-UHFFFAOYSA-N,Structure feature baseline,0,305
MJTHMVWEHIHKGC-UHFFFAOYSA-N,Structure feature baseline,0,1804
MMGHNCMUHOPXJY-UHFFFAOYSA-N,Structure feature baseline,0,2172
QULJJTXGWHMVAD-UHFFFAOYSA-N,Structure feature baseline,1,20
FTBQORVNHOIASH-UHFFFAOYSA-N,Structure feature baseline,1,7
QQWYXXPCCMWWRE-UHFFFAOYSA-N,Structure feature baseline,0,790
XRVRQDQMHSXLJP-UHFFFAOYSA-N,Structure feature baseline,0,386
NMRFNQXKTDFBAS-UHFFFAOYSA-N,Structure feature baseline,0,695
NIGWMJHCCYYCSF-UHFFFAOYSA-N,Structure feature baseline,0,465
DQTMDQMEBNMCLN-UHFFFAOYSA-N,Structure feature baseline,0,538
BJYBIUGCPJGNDP-UHFFFAOYSA-N,Structure feature baseline,0,76
VSCAHUFEOQIMGP-UHFFFAOYSA-N,Structure feature baseline,0,106
XCXNKFSXIYHKCU-UHFFFAOYSA-N,Structure feature baseline,1,5
CUJSRPCXMWBNJR-UHFFFAOYSA-N,Structure feature baseline,0,1400
IIVCCYPOJWGYNQ-UHFFFAOYSA-N,Structure feature baseline,1,12
HHVVAINAFQCHTC-UHFFFAOYSA-N,Structure feature baseline,0,1064
GORUZCVPPYPLIX-UHFFFAOYSA-N,Structure feature baseline,0,147
JYQLFAXNCQLLSC-UHFFFAOYSA-N,Structure feature baseline,0,1447
HLDFWPIEUAKEQL-UHFFFAOYSA-N,Structure feature baseline,0,87
WUDRSWQDCJOOGY-UHFFFAOYSA-N,Structure feature baseline,0,289
XOBRMKPMBODTLE-UHFFFAOYSA-N,Structure feature baseline,0,57
NKBMLBWYFXIGOF-UHFFFAOYSA-N,Structure feature baseline,0,687
CWWOHKJSFMAKHS-UHFFFAOYSA-N,Structure feature baseline,0,434
YAWGEMVRYCVCSV-UHFFFAOYSA-N,Structure feature baseline,0,378
BFPRHWFMHXMESV-UHFFFAOYSA-N,Structure feature baseline,0,289
JGWOXBVOXPSRAC-UHFFFAOYSA-N,Structure feature baseline,0,1280
SALNLAWUIVXTQT-UHFFFAOYSA-N,Structure feature baseline,0,105
BPRRNILNTVUJLI-UHFFFAOYSA-N,Structure feature baseline,0,1686
CWGKOYLMZFMNKT-UHFFFAOYSA-N,Structure feature baseline,0,878
FGCFCDMIEWLYDJ-UHFFFAOYSA-N,Structure feature baseline,0,1637
ZLRUHGKYMDRXCW-UHFFFAOYSA-N,Structure feature baseline,0,242
UBFAVEFOIMQKPK-UHFFFAOYSA-N,Structure feature baseline,0,787
RFGHURDMUJCLHK-UHFFFAOYSA-N,Structure feature baseline,0,1226
IOYPBGOMSWLJBQ-UHFFFAOYSA-N,Structure feature baseline,0,968
RVUSENCRKXEQTF-UHFFFAOYSA-N,Structure feature baseline,1,9
XKDMKAVJZNXLMF-UHFFFAOYSA-N,Structure feature baseline,0,1136
VEAUGEBKCBFOFE-UHFFFAOYSA-N,Structure feature baseline,0,1681
BLVSPURJZFDRST-UHFFFAOYSA-N,Structure feature baseline,0,2163
CWKGNXQIDONECS-UHFFFAOYSA-N,Structure feature baseline,0,764
KCNKDZJJAXRRJF-UHFFFAOYSA-N,Structure feature baseline,0,1677
OIJMWRAOPQTVGU-UHFFFAOYSA-N,Structure feature baseline,1,23
ZAIHOWLVYCGUNF-UHFFFAOYSA-N,Structure feature baseline,0,2064
AKJBLKUZXRMECW-UHFFFAOYSA-N,Structure feature baseline,0,372
WLGHURCUEMTQNY-UHFFFAOYSA-N,Structure feature baseline,1,1
ZQMHDWXCLWZEGJ-UHFFFAOYSA-N,Structure feature baseline,0,306
ZIRUICNKAAZNRG-UHFFFAOYSA-N,Structure feature baseline,0,946
JIFKSAAMPJUNHP-UHFFFAOYSA-N,Structure feature baseline,0,1914
YFZARXGPERCPSI-UHFFFAOYSA-N,Structure feature baseline,0,115
NKJKHZKJDLIPQE-UHFFFAOYSA-N,Structure feature baseline,0,4884
NVNMYIHJBXFZPI-UHFFFAOYSA-N,Structure feature baseline,0,953
BMLQJBATNPKJHR-UHFFFAOYSA-N,Structure feature baseline,0,383
WYJUCJCAPWVUGY-UHFFFAOYSA-N,Structure feature baseline,0,1366
VFAOVSQKTHVMNY-UHFFFAOYSA-N,Structure feature baseline,0,2624
HQSSLJNIPWCPDE-UHFFFAOYSA-N,Structure feature baseline,0,277
KSJSMYGLWOCZQQ-UHFFFAOYSA-N,Structure feature baseline,0,243
PKUGHSHEPJYIMD-UHFFFAOYSA-N,Structure feature baseline,0,1261
TWORCZOPVSHYJX-UHFFFAOYSA-N,Structure feature baseline,0,537
XFPCSWJCEUPKLS-UHFFFAOYSA-N,Structure feature baseline,0,94
TXYORYHXXIDTDI-UHFFFAOYSA-N,Structure feature baseline,0,207
XJQSAXXHOIYNDC-UHFFFAOYSA-N,Structure feature baseline,0,129
CHAZRXGVZPWJMB-UHFFFAOYSA-N,Structure feature baseline,1,22
BBBGCJRFOKASFE-UHFFFAOYSA-N,Structure feature baseline,1,8
GAYZTYGUNPHQRX-UHFFFAOYSA-N,Structure feature baseline,0,1707
AVWWVJUMXRXPNF-UHFFFAOYSA-N,Structure feature baseline,0,676
GFACHNLQRLTVEL-UHFFFAOYSA-N,Structure feature baseline,0,893
PREUHTRJUIYREI-UHFFFAOYSA-N,Structure feature baseline,0,1846
VHPJWOXTLZBMRG-UHFFFAOYSA-N,Structure feature baseline,0,323
SSCHLLMRHZRHQK-UHFFFAOYSA-N,Structure feature baseline,0,288
RNICWTYEMLCCAS-UHFFFAOYSA-N,Structure feature baseline,0,1078
NUFYOSHTIPRGAZ-UHFFFAOYSA-N,Structure feature baseline,0,133
IXHQIIMMJUCYFT-UHFFFAOYSA-N,Structure feature baseline,0,90
FGJWGRCSCQEYGM-UHFFFAOYSA-N,Structure feature baseline,0,118
GXJXWGXYBTZMDW-UHFFFAOYSA-N,Structure feature baseline,0,1023
QJVXKUBTHMPJEK-UHFFFAOYSA-N,Structure feature baseline,0,70
DSXAJTOSMLVNDT-UHFFFAOYSA-N,Structure feature baseline,0,549
XRNOGUNORGELRV-UHFFFAOYSA-N,Structure feature baseline,0,531
NWBJYWHLCVSVIJ-UHFFFAOYSA-N,Structure feature baseline,0,165
MPAFFFKJDAWHGN-UHFFFAOYSA-N,Structure feature baseline,0,2422
LWXFCZXRFBUOOR-UHFFFAOYSA-N,Structure feature baseline,0,1385
IMASFJPSXFWJFH-UHFFFAOYSA-N,Structure feature baseline,0,1692
GNVNCKUWTFILTG-UHFFFAOYSA-N,Structure feature baseline,0,400
GOCFMEBTZLSFAL-UHFFFAOYSA-N,Structure feature baseline,0,616
WZKRAOHWZRZALL-UHFFFAOYSA-N,Structure feature baseline,0,108
RBNJKVKKFBAJNH-UHFFFAOYSA-N,Structure feature baseline,0,210
OTUMHQHBLKVATJ-UHFFFAOYSA-N,Structure feature baseline,0,2685
PXRWSPIIXAXJKZ-UHFFFAOYSA-N,Structure feature baseline,0,788
SMLSEBGVDRMGNK-UHFFFAOYSA-N,Structure feature baseline,0,665
LTEMSSPLCZTGSU-UHFFFAOYSA-N,Structure feature baseline,0,2031
WWFROVYYDQAXIQ-UHFFFAOYSA-N,Structure feature baseline,0,2557
NOHQEAFAESMMDX-UHFFFAOYSA-N,Structure feature baseline,1,12
VFEWHDFJBHMHHC-UHFFFAOYSA-N,Structure feature baseline,0,1070
XWEIYTPGPYQXED-UHFFFAOYSA-N,Structure feature baseline,0,448
YTIARQDLTLPRGG-UHFFFAOYSA-N,Structure feature baseline,0,845
QMNTWAAGYOSTJK-UHFFFAOYSA-N,Structure feature baseline,0,329
MXYHLTNFNXEKMO-UHFFFAOYSA-N,Structure feature baseline,0,1867
LOERDRAJGKDDBC-UHFFFAOYSA-N,Structure feature baseline,0,64
SEDOUZDXUVBHBG-UHFFFAOYSA-N,Structure feature baseline,0,1259
MENXHXZGGALHIB-UHFFFAOYSA-N,Structure feature baseline,0,67
HNFPOYQWEGPVSX-UHFFFAOYSA-N,Structure feature baseline,0,2218
FTLNKDKCDHUQDR-UHFFFAOYSA-N,Structure feature baseline,0,269
CFHBCWIPQMAAGE-UHFFFAOYSA-N,Structure feature baseline,0,439
HYIAZDOMVJLPAF-UHFFFAOYSA-N,Structure feature baseline,0,825
OFCYYNGYGSMJNK-UHFFFAOYSA-N,Structure feature baseline,0,858
HHAHBHONPXAVIF-UHFFFAOYSA-N,Structure feature baseline,0,601
JABYXSPYJVTVCS-UHFFFAOYSA-N,Structure feature baseline,0,1010
SVOFBYPMAPBPJS-UHFFFAOYSA-N,Structure feature baseline,1,3
FLSRRTSSACLFRY-UHFFFAOYSA-N,Structure feature baseline,0,380
SOGVYLAKOGMGSX-UHFFFAOYSA-N,Structure feature baseline,0,78
FVVLYGYEVMTVED-UHFFFAOYSA-N,Structure feature baseline,0,715
WNLZPFXAVWKSSP-UHFFFAOYSA-N,Structure feature baseline,0,2838
SPAFHSSXIJAUOA-UHFFFAOYSA-N,Structure feature baseline,0,962
KTEJUHILHOAZSE-UHFFFAOYSA-N,Structure feature baseline,0,2758
FGQSDWIMOUCLLS-UHFFFAOYSA-N,Structure feature baseline,0,1203
DKSRIIVRCIMGPG-UHFFFAOYSA-N,Structure feature baseline,0,410
XRPBSFAVYLAOMH-UHFFFAOYSA-N,Structure feature baseline,0,975
SYBOGZFSPZVHPP-UHFFFAOYSA-N,Structure feature baseline,1,19
RNBNPBSDCHZQPB-UHFFFAOYSA-N,Structure feature baseline,0,772
RTGNRNVOYNJRHO-UHFFFAOYSA-N,Structure feature baseline,0,347
CNCQCTMQJZDRQT-UHFFFAOYSA-N,Structure feature baseline,0,1525
MIOBQMFQHBYTDV-UHFFFAOYSA-N,Structure feature baseline,0,165
FJFGLFRKXHENMS-UHFFFAOYSA-N,Structure feature baseline,0,173
BBCPNYLHCKUIRF-UHFFFAOYSA-N,Structure feature baseline,0,1655
NSTRTJHIBGTWOJ-UHFFFAOYSA-N,Structure feature baseline,2,7
YCBSVOBZKHIOBU-UHFFFAOYSA-N,Structure feature baseline,0,384
LBAQYUWVKQQMEZ-UHFFFAOYSA-N,Structure feature baseline,0,397
ILKZICARPGOOGX-UHFFFAOYSA-N,Structure feature baseline,0,906
GCLWSGVJBLWPGX-UHFFFAOYSA-N,Structure feature baseline,0,1587
FANGWSFUAVCGGP-UHFFFAOYSA-N,Structure feature baseline,0,1186
QUSVHJPDAZGLML-UHFFFAOYSA-N,Structure feature baseline,1,6
DGDMMSFMFXBXBE-UHFFFAOYSA-N,Structure feature baseline,0,991
MOQVPIMURRRTSQ-UHFFFAOYSA-N,Structure feature baseline,0,230
HWARRBNHGPIIKB-UHFFFAOYSA-N,Structure feature baseline,0,2980
LIWSXBZAVUQUJG-UHFFFAOYSA-N,Structure feature baseline,0,301
BUYHNGPKNHGENZ-UHFFFAOYSA-N,Structure feature baseline,0,1728
RDTRYGRJNBPDFY-UHFFFAOYSA-N,Structure feature baseline,0,881
YDBHNKAXICBANH-UHFFFAOYSA-N,Structure feature baseline,0,257
OVDHFBARMUQLFJ-UHFFFAOYSA-N,Structure feature baseline,0,1828
IREKAQKSEIKQAH-UHFFFAOYSA-N,Structure feature baseline,0,391
GHDFRIQFSQTUME-UHFFFAOYSA-N,Structure feature baseline,2,2
AWJLNZYJTRLROG-UHFFFAOYSA-N,Structure feature baseline,0,2322
HKEAFJYKMMKDOR-UHFFFAOYSA-N,Structure feature baseline,0,101
RSWVTFKEQVIXPQ-UHFFFAOYSA-N,Structure feature baseline,0,1209
LXVWBVAOOCQCIF-UHFFFAOYSA-N,Structure feature baseline,0,777
YJKAMQTTYCVQGY-UHFFFAOYSA-N,Structure feature baseline,0,416
RLIYDOURHVWDDJ-UHFFFAOYSA-N,Structure feature baseline,0,4034
VHTVZZQQRKLMQJ-UHFFFAOYSA-N,Structure feature baseline,0,1182
VZPHXKVSMQQSEI-UHFFFAOYSA-N,Structure feature baseline,0,1666
WNBMKUCSDXQZHM-UHFFFAOYSA-N,Structure feature baseline,0,121
XOZYHOXISQMODM-UHFFFAOYSA-N,Structure feature baseline,0,791
ZJZZMAKPZFTPEC-UHFFFAOYSA-N,Structure feature baseline,0,1652
FIPRQHUUZCCNQK-UHFFFAOYSA-N,Structure feature baseline,0,370
YASQWDMNEHIVTI-UHFFFAOYSA-N,Structure feature baseline,0,907
WALWYXVYMMYAFY-UHFFFAOYSA-N,Structure feature baseline,0,1196
STLIIHVBVSIKBK-UHFFFAOYSA-N,Structure feature baseline,0,594
ZABDAGALHQDSEU-UHFFFAOYSA-N,Structure feature baseline,2,35
RIAASYWMVUZRRE-UHFFFAOYSA-N,Structure feature baseline,0,321
XZBYTSVSARLJGT-UHFFFAOYSA-N,Structure feature baseline,0,231
MNJRSTAGEFQRHO-UHFFFAOYSA-N,Structure feature baseline,0,358
XJBKOAJLMXGCTL-UHFFFAOYSA-N,Structure feature baseline,0,171
RGJOJUGRHPQXGF-UHFFFAOYSA-N,Structure feature baseline,2,1
OJPLJFIFUQPSJR-UHFFFAOYSA-N,Structure feature baseline,1,2
WMVMDOQXVYVCQE-UHFFFAOYSA-N,Structure feature baseline,0,1192
ZKMAESFIIYXPBU-UHFFFAOYSA-N,Structure feature baseline,0,359
FFZFSLKFDIWNGH-UHFFFAOYSA-N,Structure feature baseline,0,811
FPQNPENWJUYOPA-UHFFFAOYSA-N,Structure feature baseline,0,455
GWIMXAOCOXFYGK-UHFFFAOYSA-N,Structure feature baseline,0,1383
WQVKUGIYCFULAW-UHFFFAOYSA-N,Structure feature baseline,0,328
PQHHOFCSNVNSAT-UHFFFAOYSA-N,Structure feature baseline,0,111
VCDUKXVPUCPRSI-UHFFFAOYSA-N,Structure feature baseline,0,317
PFOHMOSUHWDDIM-UHFFFAOYSA-N,Structure feature baseline,0,346
PHVVLYVTKSXTKE-UHFFFAOYSA-N,Structure feature baseline,0,1169
WNJVRSCYRFTMKR-UHFFFAOYSA-N,Structure feature baseline,0,268
CCLSEHZRRRQHTP-UHFFFAOYSA-N,Structure feature baseline,0,305
IZBTWPRTQOAMSH-UHFFFAOYSA-N,Structure feature baseline,2,21
LVPMJROFACBBRP-UHFFFAOYSA-N,Structure feature baseline,0,920
WLOHNSSYAXHWNR-UHFFFAOYSA-N,Structure feature baseline,0,72
RLPROEBIOMIYQQ-UHFFFAOYSA-N,Structure feature baseline,0,1018
WORMEJHGLBGXSD-UHFFFAOYSA-N,Structure feature baseline,0,1001
KOZOPFWXLGLHHG-UHFFFAOYSA-N,Structure feature baseline,0,753
YCZVUZPZLJUBBZ-UHFFFAOYSA-N,Structure feature baseline,0,773
JPYGVAVZJDJKJX-UHFFFAOYSA-N,Structure feature baseline,0,282
ANWBJZCIAVOROI-UHFFFAOYSA-N,Structure feature baseline,1,4
WHTKBLYOVSSQPJ-UHFFFAOYSA-N,Structure feature baseline,0,5741
YFXVTXCLLHOOQT-UHFFFAOYSA-N,Structure feature baseline,0,1696
XZVWQNJJRGGNEL-UHFFFAOYSA-N,Structure feature baseline,0,1325
HLMSJXLVRKAYTL-UHFFFAOYSA-N,Structure feature baseline,0,1224
QLUAPMYDROQJHG-UHFFFAOYSA-N,Structure feature baseline,0,815
RSEBUZJXBVMJRF-UHFFFAOYSA-N,Structure feature baseline,0,3423
KKVMLFLXDDAXBR-UHFFFAOYSA-N,Structure feature baseline,0,5488
JOJPKIWSHDKVHX-UHFFFAOYSA-N,Structure feature baseline,0,677
NAASPGPTLRWJMV-UHFFFAOYSA-N,Structure feature baseline,0,749
UYWVNTSAZVPLAG-UHFFFAOYSA-N,Structure feature baseline,0,329
VGQKFFOCJXBHDE-UHFFFAOYSA-N,Structure feature baseline,0,841
COSSKZVMWXGYDQ-UHFFFAOYSA-N,Structure feature baseline,0,1273
XBKORAKCHRSKPU-UHFFFAOYSA-N,Structure feature baseline,0,85
YDHWLUMOQZLZEW-UHFFFAOYSA-N,Structure feature baseline,0,834
RQMZBLHBGVXCCX-UHFFFAOYSA-O,Structure feature baseline,1,29
JQRZWZXZAFBZII-UHFFFAOYSA-N,Structure feature baseline,0,239
XQJKUUITRNAXPW-UHFFFAOYSA-N,Structure feature baseline,0,771
GAAGBVWJDOZPGR-UHFFFAOYSA-N,Structure feature baseline,0,951
ISMVCNWOOOCJOD-UHFFFAOYSA-N,Structure feature baseline,0,427
FUPDGBYQZVFMNT-UHFFFAOYSA-N,Structure feature baseline,0,97
YSWRJAJYWDRPAB-UHFFFAOYSA-N,Structure feature baseline,0,545
RWVBCBQJCNCDJM-UHFFFAOYSA-N,Structure feature baseline,0,525
KNODUWNGXJNVIC-UHFFFAOYSA-N,Structure feature baseline,0,743
AXNXRWKEBWZJJX-UHFFFAOYSA-N,Structure feature baseline,0,483
RNNMKOXXFQUIAX-UHFFFAOYSA-N,Structure feature baseline,0,1585
ATFUWTXQTAXLQG-UHFFFAOYSA-N,Structure feature baseline,0,608
ZSYZGQDRYWQJET-UHFFFAOYSA-N,Structure feature baseline,0,1315
JEXBWNOUCUFHHS-UHFFFAOYSA-N,Structure feature baseline,0,126
VWSNBVCHDPQEID-UHFFFAOYSA-N,Structure feature baseline,0,1384
RODBVGHFERQEQH-UHFFFAOYSA-N,Structure feature baseline,0,1328
VHHBLQVQCZGXFM-UHFFFAOYSA-N,Structure feature baseline,0,405
IQUGPRHKZNCHGC-UHFFFAOYSA-N,Structure feature baseline,0,5274
NMQCYCUNVJUJII-UHFFFAOYSA-N,Structure feature baseline,0,276
HOMYMYUQEOBCGX-UHFFFAOYSA-N,Structure feature baseline,0,352
FVIRKMTVCDDJNM-UHFFFAOYSA-N,Structure feature baseline,0,65
VBDRHTMIQWOXEY-UHFFFAOYSA-N,Structure feature baseline,0,638
JWROGOCGIMAHRM-UHFFFAOYSA-N,Structure feature baseline,0,5813
HSDQFFKGSMJNCO-UHFFFAOYSA-N,Structure feature baseline,0,1080
LFXDKHNWEHJSMQ-UHFFFAOYSA-N,Structure feature baseline,0,1186
FNFAESHZXVVBPF-UHFFFAOYSA-N,Structure feature baseline,1,5
PBBCUSGHRCURAR-UHFFFAOYSA-N,Structure feature baseline,0,1343
SBNTXFJKKIVTPD-UHFFFAOYSA-N,Structure feature baseline,0,465
QILBKFLCBKQTQI-UHFFFAOYSA-N,Structure feature baseline,0,269
RRHDGNNPWDFOLV-UHFFFAOYSA-N,Structure feature baseline,0,383
SVDGFIQGSVJRBI-UHFFFAOYSA-N,Structure feature baseline,0,987
NLVPUAFYVYULHA-UHFFFAOYSA-N,Structure feature baseline,0,79
OLZKUYAUYFGPGA-UHFFFAOYSA-N,Structure feature baseline,0,636
LVVUKJSKGIVZET-UHFFFAOYSA-N,Structure feature baseline,1,45
HKOCPDMHMMZHEY-UHFFFAOYSA-N,Structure feature baseline,0,2157
OHKOGUYZJXTSFX-UHFFFAOYSA-N,Structure feature baseline,0,1460
FXBDQYAJIFDJRX-UHFFFAOYSA-N,Structure feature baseline,0,2810
WVWOOAYQYLJEFD-UHFFFAOYSA-N,Structure feature baseline,0,222
MLBQVTDDTZPUDK-UHFFFAOYSA-N,Structure feature baseline,0,609
HHBPWVJYNANBOX-UHFFFAOYSA-N,Structure feature baseline,0,2944
JPAONIACYWJCEJ-UHFFFAOYSA-N,Structure feature baseline,0,1610
YWKZUBDNNZWSAR-UHFFFAOYSA-N,Structure feature baseline,1,48
PQZRKVPZZLXACN-UHFFFAOYSA-N,Structure feature baseline,0,861
WGHYQHPMCJCMET-UHFFFAOYSA-N,Structure feature baseline,0,821
UQFVFHNDRLBIIV-UHFFFAOYSA-N,Structure feature baseline,0,915
WXUMNTDUYMXMAJ-UHFFFAOYSA-N,Structure feature baseline,0,328
FMVOMLQFILXKMF-UHFFFAOYSA-N,Structure feature baseline,0,705
KZWVHYROWZPFDQ-UHFFFAOYSA-N,Structure feature baseline,0,779
UIFYBNAAJAVKTG-UHFFFAOYSA-N,Structure feature baseline,0,3782
